id,Category,len,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10
6058,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6060,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
6061,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6062,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
6063,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6065,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6066,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6067,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
6068,Men Tshirts,5,multicolor,round,solid,solid,short sleeves,,,,,
6069,Men Tshirts,5,,round,printed,typography,long sleeves,,,,,
6071,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
6072,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6073,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6074,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
6075,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6077,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6078,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6079,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6080,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6082,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6083,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
6084,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6085,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
6086,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6087,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
6088,Men Tshirts,5,,round,printed,default,long sleeves,,,,,
6089,Men Tshirts,5,,round,solid,solid,long sleeves,,,,,
6090,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
6091,Men Tshirts,5,white,round,solid,default,short sleeves,,,,,
6092,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6093,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6094,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
6095,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6096,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6097,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
6098,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
6099,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6100,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6101,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
6102,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6103,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6104,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6106,Men Tshirts,5,black,polo,solid,default,short sleeves,,,,,
6107,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6108,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6109,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6110,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6111,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6112,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6113,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6114,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6115,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6116,Men Tshirts,5,,round,printed,solid,short sleeves,,,,,
6117,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6118,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6119,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6121,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6123,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
6124,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
6125,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6126,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
6127,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6128,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6129,Men Tshirts,5,default,polo,printed,solid,short sleeves,,,,,
6131,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6133,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6134,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6135,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6136,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
6137,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
6138,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6139,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6140,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6142,Men Tshirts,5,,round,printed,solid,short sleeves,,,,,
6143,Men Tshirts,5,,round,solid,default,long sleeves,,,,,
6144,Men Tshirts,5,default,polo,printed,solid,short sleeves,,,,,
6145,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6146,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
6147,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6149,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
6150,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6151,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
6152,Men Tshirts,5,,round,solid,solid,short sleeves,,,,,
6153,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6154,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6155,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
6156,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6157,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6158,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6159,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6160,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6161,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
6162,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6163,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
6164,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6165,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
6166,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
6167,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
6168,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6169,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
6170,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6171,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6172,Men Tshirts,5,default,round,printed,solid,short sleeves,,,,,
6173,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
6174,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
6175,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6176,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6177,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6178,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6180,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6185,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6186,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6187,Men Tshirts,5,default,polo,printed,solid,short sleeves,,,,,
6190,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6191,Men Tshirts,5,,polo,printed,solid,short sleeves,,,,,
6192,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6195,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6198,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6200,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6201,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6202,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6206,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6211,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6213,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6214,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6215,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6216,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6218,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6222,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6225,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6226,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6227,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6233,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6234,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
6238,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
6240,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
6241,Men Tshirts,5,,round,solid,solid,short sleeves,,,,,
6243,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6244,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6246,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6247,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6250,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6252,Men Tshirts,5,,round,solid,solid,short sleeves,,,,,
6254,Men Tshirts,5,,round,printed,typography,long sleeves,,,,,
6255,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6256,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6258,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
6261,Men Tshirts,5,,round,printed,default,long sleeves,,,,,
6269,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6271,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6272,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6273,Men Tshirts,5,,round,printed,typography,long sleeves,,,,,
6274,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6280,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6281,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
6282,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6283,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6284,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6285,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6286,Men Tshirts,5,,polo,printed,default,short sleeves,,,,,
6287,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
6294,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6295,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
6296,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
6297,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6298,Men Tshirts,5,,round,solid,solid,short sleeves,,,,,
6299,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6301,Men Tshirts,5,,polo,printed,default,short sleeves,,,,,
6303,Men Tshirts,5,,polo,printed,default,short sleeves,,,,,
6304,Men Tshirts,5,,round,solid,solid,short sleeves,,,,,
6305,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6306,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6307,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6310,Men Tshirts,5,,round,solid,solid,long sleeves,,,,,
6313,Men Tshirts,5,,polo,printed,default,short sleeves,,,,,
6315,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6318,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6321,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6322,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6324,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6325,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6327,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6330,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
6334,Men Tshirts,5,,polo,printed,solid,short sleeves,,,,,
6335,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6353,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6355,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6357,Men Tshirts,5,multicolor,round,printed,default,long sleeves,,,,,
6358,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6360,Men Tshirts,5,multicolor,round,printed,typography,short sleeves,,,,,
6364,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6365,Men Tshirts,5,default,round,solid,solid,short sleeves,,,,,
6366,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6368,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6371,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6374,Men Tshirts,5,default,round,solid,solid,short sleeves,,,,,
6375,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6376,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6377,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6385,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
6386,Men Tshirts,5,,round,solid,solid,short sleeves,,,,,
6387,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6388,Men Tshirts,5,,round,solid,solid,short sleeves,,,,,
6391,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
6393,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6396,Men Tshirts,5,,round,printed,default,long sleeves,,,,,
6397,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6398,Men Tshirts,5,default,round,solid,solid,short sleeves,,,,,
6399,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6402,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6403,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6404,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6407,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6408,Men Tshirts,5,,round,printed,default,long sleeves,,,,,
6409,Men Tshirts,5,,round,printed,default,long sleeves,,,,,
6413,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6415,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6416,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
6417,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6420,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
6422,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6425,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6426,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
6428,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6434,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6438,Men Tshirts,5,,round,solid,solid,short sleeves,,,,,
6439,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6441,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6442,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6443,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6444,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
6446,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6447,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6449,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6452,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
6457,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6459,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6460,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6461,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
6462,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6463,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6468,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
6470,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6471,Men Tshirts,5,,round,solid,solid,short sleeves,,,,,
6472,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6473,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6475,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6476,Men Tshirts,5,default,round,printed,default,long sleeves,,,,,
6478,Men Tshirts,5,,round,solid,solid,short sleeves,,,,,
6480,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6482,Men Tshirts,5,,polo,printed,default,short sleeves,,,,,
6484,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6485,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6489,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
6492,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6493,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6497,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6499,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
6502,Men Tshirts,5,,round,printed,default,long sleeves,,,,,
6503,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6504,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6511,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6514,Men Tshirts,5,default,round,printed,solid,short sleeves,,,,,
6516,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
6519,Men Tshirts,5,,round,printed,typography,long sleeves,,,,,
6521,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6522,Men Tshirts,5,,round,printed,default,long sleeves,,,,,
6526,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6527,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6528,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
6529,Men Tshirts,5,,round,solid,solid,short sleeves,,,,,
6532,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
6534,Men Tshirts,5,,round,printed,default,long sleeves,,,,,
6546,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6549,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
6550,Men Tshirts,5,,round,printed,typography,long sleeves,,,,,
6551,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6552,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6554,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6556,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6562,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6567,Men Tshirts,5,,round,printed,default,long sleeves,,,,,
6569,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6570,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6572,Men Tshirts,5,,round,printed,default,long sleeves,,,,,
6574,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6576,Men Tshirts,5,,polo,printed,default,short sleeves,,,,,
6577,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6578,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6579,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6580,Men Tshirts,5,,round,printed,typography,long sleeves,,,,,
6581,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
6582,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
6583,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6587,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
6588,Men Tshirts,5,,polo,printed,solid,short sleeves,,,,,
6589,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6590,Men Tshirts,5,,round,printed,typography,long sleeves,,,,,
6591,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6593,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6594,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6602,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
6605,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6607,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6608,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
6612,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
6616,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6617,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6618,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
6620,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6622,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6624,Men Tshirts,5,,polo,printed,default,short sleeves,,,,,
6627,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
6630,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6634,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6635,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6637,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6638,Men Tshirts,5,white,round,solid,solid,short sleeves,,,,,
6639,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
6643,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6646,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6648,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6650,Men Tshirts,5,default,round,printed,default,long sleeves,,,,,
6652,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6653,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6654,Men Tshirts,5,default,round,solid,solid,short sleeves,,,,,
6655,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6658,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
6659,Men Tshirts,5,,round,printed,default,long sleeves,,,,,
6660,Men Tshirts,5,,round,printed,default,long sleeves,,,,,
6665,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6668,Men Tshirts,5,,polo,printed,default,short sleeves,,,,,
6669,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6671,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6672,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
6677,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
6678,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
6680,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6681,Men Tshirts,5,,polo,printed,default,short sleeves,,,,,
6682,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6685,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
6687,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6689,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
6692,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
6695,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
6696,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6700,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6703,Men Tshirts,5,,round,printed,default,long sleeves,,,,,
6705,Men Tshirts,5,,polo,printed,default,short sleeves,,,,,
6706,Men Tshirts,5,,polo,printed,default,short sleeves,,,,,
6707,Men Tshirts,5,,polo,printed,default,short sleeves,,,,,
6709,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6713,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6718,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6721,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6723,Men Tshirts,5,default,polo,solid,default,short sleeves,,,,,
6724,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6727,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6729,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6733,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6734,Men Tshirts,5,,round,printed,default,long sleeves,,,,,
6735,Men Tshirts,5,,polo,printed,default,short sleeves,,,,,
6738,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6739,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6740,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6741,Men Tshirts,5,,round,printed,default,long sleeves,,,,,
6742,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6745,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
6748,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6749,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6750,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6751,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6756,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
6757,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
6758,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6760,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6761,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6764,Men Tshirts,5,black,round,printed,typography,long sleeves,,,,,
6766,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6767,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6768,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6769,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
6770,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6771,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6772,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6773,Men Tshirts,5,black,round,printed,solid,short sleeves,,,,,
6777,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6781,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6782,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
6784,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6789,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6790,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6791,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6792,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6793,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
6798,Men Tshirts,5,black,round,printed,default,long sleeves,,,,,
6800,Men Tshirts,5,default,round,solid,solid,short sleeves,,,,,
6803,Men Tshirts,5,,round,solid,solid,short sleeves,,,,,
6804,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6806,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6807,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6814,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
6815,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6817,Men Tshirts,5,default,round,printed,default,long sleeves,,,,,
6818,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
6820,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
6828,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6830,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
6834,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6835,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
6839,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6840,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
6841,Men Tshirts,5,multicolor,round,solid,solid,short sleeves,,,,,
6843,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
6844,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
6845,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
6846,Men Tshirts,5,,polo,solid,default,short sleeves,,,,,
